Sample_ID	Well	Plate_ID	Substrate	Concentration	Isolate	Ribotype	Group	Control	Flag	OD_Baseline	OD_Min	OD_Max	OD_Emp_AUC	Fold_Change	OD_Offset	MSE	dx_auc_lin	dx_auc_log	dx_k_lin	dx_k_log	dx_t_k	dx_gr	dx_dr	dx_td	dx_t_gr	dx_t_dr	dx_death_lin	dx_death_log	dx_lagC	dx_lagP	dx_t0	dx_tf	K_Error > 20%
100	E1	2020-06-22-R2	Trehalose	Low	CD1007	RT053	1	0	0	0.093	0.091	0.201	3.5971666666666664	0.9729729729729729	0.093	1.8776997601409552e-06	1.199655902588741	0.989522160539114	0.6508758603022318	0.5013059715006366	8.333333333333334	0.17105274385932281	0.05907881051153486	4.052242395655479	6.833333333333333	8.333333333333334	0.0	0.0	4.990229205792485	0.6666666666666666	0.0	8.5	FALSE
100	E1	2020-06-22-R2	Trehalose	Low	CD1007	RT053	1	0	0	0.093	0.091	0.201	3.5971666666666664	0.9729729729729729	0.093	1.8776997601409552e-06	1.8033543106689973	1.6443754477112065	0.2855137713837461	0.25115846052814883	10.833333333333334	0.1647481358140996	-0.058673869128916874	4.207314256606137	9.833333333333334	11.5	0.3130247354522142	0.2790549381876317	8.949349254254253	8.5	8.5	24.0	FALSE
102	G1	2020-06-22-R2	Water	None	CD1007	RT053	1	1	0	0.09	0.088	0.201	3.5854999999999997	1.0	0.09	1.7211039140311726e-06	1.3211097605388196	1.0937330072149876	0.640228873916896	0.4948357893652976	9.166666666666666	0.1403405039618663	0.063172007272558	4.939038702243004	6.833333333333333	9.166666666666666	0.0	0.0	5.216830953607332	0.6666666666666666	0.0	9.333333333333334	FALSE
102	G1	2020-06-22-R2	Water	None	CD1007	RT053	1	1	0	0.09	0.088	0.201	3.5854999999999997	1.0	0.09	1.7211039140311726e-06	2.856099987875683	2.554270689619626	0.33644656335025735	0.290014273268713	14.333333333333334	0.1644296999248019	-0.052847187197312774	4.2154621754886135	10.833333333333334	17.0	0.2822158752586952	0.23720297794082212	9.902894528230913	9.333333333333334	9.333333333333334	24.0	FALSE
106	C2	2020-06-22-R2	Fructose	Low	CD1015	RT078	2	0	0	0.087	0.086	0.509	7.519500000000001	3.4032258064516134	0.087	2.3229031651429455e-06	0.4607633947317607	0.4002600963591886	0.5318419845671598	0.4264709227658461	3.0	0.3028193483993243	0.29738286145751147	2.2889791693425754	2.6666666666666665	3.0	0.0	0.0	1.590255407123206	0.16666666666666666	0.0	3.1666666666666665	FALSE
106	C2	2020-06-22-R2	Fructose	Low	CD1015	RT078	2	0	0	0.087	0.086	0.509	7.519500000000001	3.4032258064516134	0.087	2.3229031651429455e-06	30.53715426732969	16.70732663944648	2.6409699082829965	1.2922501044744408	12.0	0.37303991405014486	-0.4789260469112298	1.858104600749964	4.5	17.666666666666668	2.5942449734198822	1.2465839245205368	3.3109177281035707	3.1666666666666665	3.1666666666666665	24.0	FALSE
126	G4	2020-06-22-R2	Water	None	CD2015	RT027	4	1	0	0.095	0.091	0.168	3.2824999999999998	1.0	0.095	2.147667329365048e-06	0.9507293264317829	0.7744813485915971	0.5922118420446383	0.46512414518056877	8.833333333333334	0.20455383723787335	0.04225000504070819	3.3885806784152	7.166666666666667	8.833333333333334	0.0	0.0	5.917569716143249	0.0	0.0	9.0	FALSE
126	G4	2020-06-22-R2	Water	None	CD2015	RT027	4	1	0	0.095	0.091	0.168	3.2824999999999998	1.0	0.095	2.147667329365048e-06	0.33821108944694295	0.32799382430552404	0.10259662120736412	0.09766796278217754	11.0	0.06724275589707589	-0.05018612625532166	10.308131653927163	10.0	12.0	0.08231327596755178	0.07758758461154691	9.201545373518657	9.0	9.0	24.0	FALSE
132	E5	2020-06-22-R2	Trehalose	Low	CD2048	RT053	5	0	0	0.089	0.087	0.214	4.102666666666666	1.016260162601626	0.089	1.2022147478278145e-06	0.0857016148267164	0.08156352485600966	0.1183241929231229	0.11183130847902512	4.0	0.0731593800584999	0.06638159129065409	9.474481331111459	3.5	4.0	0.0	0.0	2.4522343984335695	0.6666666666666666	0.0	4.166666666666667	FALSE
132	E5	2020-06-22-R2	Trehalose	Low	CD2048	RT053	5	0	0	0.089	0.087	0.214	4.102666666666666	1.016260162601626	0.089	1.2022147478278145e-06	0.5505255566814026	0.48726861594236753	0.41443167920688406	0.34672781027972027	7.166666666666667	0.1554999558490799	0.10796646697136386	4.457539404272741	6.166666666666667	7.166666666666667	0.0	0.0	4.796401381222568	4.166666666666667	4.166666666666667	7.333333333333333	FALSE
